Por que você sai da cama todos os dias?
//Rodrigo Milanez Rodrigues: e por que não? << 16 >>

//Rodrigo Milanez Rodrigues: e por que não seria isso? << 1 >>

//LILIAN NART GRASSI MAZZORANA: Porque não pode ser outro número? << 16 >>

//Rafael Chagas: Porque 43 é outro número. << 1 >>

//Lucas de Souza da Rosa: quarenta e dois << 1 >>

//Juliano Cenci: me.rendered << 1 >>

Por que cooperativas de energia?
//Kevin Marques: Porque as de água não precisavam de sistema << 1 >>

//Kesley Ferreira Alves: Porque não é uma fornecedora direta << 1 >>

//LILIAN NART GRASSI MAZZORANA: Tem, diversa cooperativas << 6 >>

//Weslen Jorge Lima Borges: por que não é privada << 1 >>

//Weslen Jorge Lima Borges: ja respondi << 1 >>

//teste teste: testestesteste << 1 >>

//Oziel Silveira Junior: Justamente para não pagar a conta de luz. << 1 >>

//LILIAN NART GRASSI MAZZORANA: Tem diversas cooperativas << 13 >>

//Elton do Canto: porque é um mercado pouco explorado e que rende $$$ << 27 >>

Por que comércio e serviços?
//Carolina Barreto Maximo Forgiarini: ????????????? << 22 >>

//Catia berti da silva: Serviços e comércios << 1 >>

//Gladson Corrêa Nunes: Faz parte do setor terciário que é << 13 >>

//Henrique de Quevedo Franco: Por ser sistemas de loja e de serviço << 9 >>

//Rafael Chagas: Deveria ser serviços de comércio? << 1 >>

//Willi Villi Viana: Para ter mais fluidez no trabalho e agilidade nas atividades. << 11 >>

Por que não manter a cor verde da casa?
//Catia berti da silva: Para combinar com o prédio original << 2 >>

//Artini Scarabelot: Eliminar o sono! << 1 >>

//Weslen Jorge Lima Borges: Boa, por que sou daltonico para verde kkkk << 15 >>

//Guilherme De Luca: Toda empresa tem a sua cultura. Na Useall criamos essa cultura para sossegar as lombrigas que tem nas barrigas dos veteranos. << 53 >>

//Guilherme De Luca: Porque era uma cor feia << 1 >>

//Alvaro Brognoli: dasf hdfhasdfh a dfha sfhasfhasfh << 1 >>

Por que os cachorros da vizinha são tão barulhentos as vezes?
//Guilherme Bortolotto Peritto: Por que eles gostam de uma revoada canina. << 3 >>

//Weslen Jorge Lima Borges: Acho que ela não está dando comida kkkkk << 1 >>

//Carlos Marcelo Carpes: Porque são felizes << 11 >>

//Elen Daiana Pereira Silvano: por que eles latem. << 1 >>

//Lincoln Machado: Te momentos na vida que precisamos extravasar nossa alegria, e aqueles que acham ruim que lutem.. << 2 >>

//LILIAN NART GRASSI MAZZORANA: São cachorros.. Uns latem mais outros menos. << 14 >>

//Alvaro Brognoli: Quais cachoros? << 3 >>

//Alvaro Brognoli: Quais cachorrrrros? << 6 >>

//Alvaro Brognoli: Quais cachorrrrrrrrrrrrrros? << 19 >>

//Anthony Müller: não sei mas amo eles << 3 >>

Por que desenhar coisas tão reais quanto elas são?
//Weslen Jorge Lima Borges: No caso dos outros, por que eu não sei desenhar. << 6 >>

//Catia berti da silva: Para ter mais emoção << 1 >>

//Hudson Uggioni: Porque vocês são tão inteligentes << 1 >>

//Higor Ferrari: São verdadeiras << 2 >>

//LILIAN NART GRASSI MAZZORANA: Desafios. Deixar o mais real possível. << 17 >>

//Juliano Cenci: testandooooooooo << 2 >>

//Willi Villi Viana: Para ter mais fluidez no trabalho e agilidade nas atividades. << 5 >>

Por que investir em moedas que nem podemos tocar?
//Carolina Barreto Maximo Forgiarini: ????????????????? << 2 >>

//Henrique Pereira: Não tem um porque claro apenas curiosidade << 23 >>

//Henrique Pereira: Não tem um porque claro apenas curiosidade. << 1 >>

//Edeval Torres Junior: 1234567890 << 6 >>

//LILIAN NART GRASSI MAZZORANA: Tenho medo disso. Sou do tempo de guardar dinheiro embaixo do colchão. << 25 >>

//Weslen Jorge Lima Borges: Por que não? << 3 >>

//Marco Pizzollo: porque não investir se vai valorizar << 1 >>

//Jeferson Bortolatto: Por diversão << 1 >>

//Luigi Maestrelli: Tu toca nas moedas que gasta usando cartão de crédito? << 1 >>

//Rafael Ribeiro Rezende: testeeeeeeee << 1 >>

//Rafael Chagas: e não pode trocar? Deu ruim! << 1 >>

//Alexandre Soriano: Porque o toque é desnecessário para sentir o valor. << 26 >>

Por que esse layout?
//EDSON LUIZ DAMAZIO JUNIOR: Para não desviar o foco que são as perguntas e respostas. << 25 >>

//Lincoln Machado: por falta de criatividade << 1 >>

//LILIAN NART GRASSI MAZZORANA: Quem desenvolveu acreditou ser mais prático e simples << 16 >>

//Rafael Chagas: e porquê não? << 1 >>

Por que pixels?
//Oziel Silveira Junior: mínimo 10 caracteres << 3 >>

//LILIAN NART GRASSI MAZZORANA: Não entendo dessas tecnologias. << 13 >>

//Rafael Chagas: pq tem o X do gif? << 1 >>

//LILIAN NART GRASSI MAZZORANA: Não sei o que é isso. << 17 >>

//LILIAN NART GRASSI MAZZORANA: Já respondi << 2 >>

//Alessandro Nunes dos Santos Junior: Pixel art é massa pra caramba << 1 >>

Por que roxo?
//Stephany Costa: Porque é a mistura de vermelho e azul e na Antiguidade, entre os povos fenícios, o roxo era uma cor nobre: o pigmento, chamado púrpura de tíria, era extraído dos caramujos marinhos. << 6 >>

//Marco Pizzollo: 4 andares 4 cores 4 socios << 1 >>

//Weslen Jorge Lima Borges: Por que não? << 45 >>

//JOÃO PEDRO DE SOUZA: seila, porque? << 33 >>

//LILIAN NART GRASSI MAZZORANA: Se for beterraba é porque é a cor dela. << 12 >>

//Rafael Chagas: E porque não? << 1 >>

//Everson Brignoli de Sousa: Porque é uma cor que se destaca << 4 >>

Por que muitos não sabem cuidar de cactos?
//Weslen Jorge Lima Borges: Boa pergunta.. eles mal precisam de água. << 1 >>

//Evandro Rodrigues Porto: Por que elas não sabem nem cuidar da própria vida. << 1 >>

//Rafael Chagas: Alguém sabe cuidar de cactos? << 2 >>

//JOÃO PEDRO DE SOUZA: Porque cactos são muito secos << 19 >>

//Nério Frank da Silveira: Além de ser cultursesco, é a melhor forma de garantir mais 3 salgadaços de graça durante o ano kkk << 19 >>

Por que ouvir música durante o trabalho?
//Marco Antônio Accorsi Lisboa Filho: Para acalmar a mente << 32 >>

//Weslen Jorge Lima Borges: para se concentrar melhor. << 4 >>

//LILIAN NART GRASSI MAZZORANA: Gostaria. Mas aqui no suporte já é uma falasada. Muita gente falando ao mesmo tempo. << 10 >>

//Kevin Nunes Marques: Porque ajuda a concentrar << 1 >>

//Nério Frank da Silveira: nunca entendi quem faz. << 6 >>

//João Paulo Pacheco da Silva: Música é tech, música é pop, música é vida, música é tudo << 6 >>

Por que vidros escuros?
//Kesley Ferreira Alves: Para ter mais privacidade << 23 >>

//Michel Diogo Formigoni: privacidade << 1 >>

//Kenny Robert: Para esconder o que tem do outro lado. << 15 >>

//Rafael Chagas: Para refletir a luz. << 36 >>

//Jeremias Miguel: Pra ninguém ver o quanto sou feio << 2 >>

//Tiago Pereira dos Santos: ...................................................... << 13 >>

//Tiago Pereira dos Santos: ......................................................lçlçlçl << 41 >>

//Marco Pizzollo: pq não são claros << 1 >>

//LILIAN NART GRASSI MAZZORANA: Depende. Se é para carro é por segurança. Se é entre salas já prefiro claro. << 19 >>

//Juliano Cenci: testandooooooooo << 3 >>

//Gustavo Rocha Torquato: Por que não vidros escuros? << 247 >>

//Patricia Bento Anotnio: Pra proteger do sol << 2 >>

//fabio.stefani: Pra diminuir a claridade << 2 >>

Por que dois monitores?
//Willi Villi Viana: Para ter mais fluidez no trabalho e agilidade nas atividades. << 28 >>

//Carlos Marcelo Carpes: Não pedi, ganhei kkk << 29 >>

//LILIAN NART GRASSI MAZZORANA: Não sei. Uso um só. << 26 >>

//Lucas de Souza da Rosa: Não sei, só tenho um (obs.: dois seria bom) << 2 >>

//LILIAN NART GRASSI MAZZORANA: Não sei. Trabalho com um. << 9 >>

//Rafael Chagas: pq não aumentar a produtividade? << 2 >>

//Jadson de Stefani: Mais agilidade no trabalho << 123 >>

//Filipe Querino dos Santos: Melhora a visualização das situações e aumenta produtividade. << 2 >>

//Filipe Querino dos Santos: Desempenho << 2 >>

//Filipe Querino dos Santos: Desempenho << 4 >>

//Leonardo da Silva Serafim: Produtividade e melhores condições de trabalho também. << 11 >>

Por que caminhar no parque depois do trabalho?
//Weslen Jorge Lima Borges: Para arejar a cabeça e fazer exercícios. << 6 >>

//Hiury Guilherme Ronchi: Para ficar com bastante fome e pedir um ifood com gosto << 26 >>

//Hiury Guilherme Ronchi: Desculpa, enviei varias vezes << 1 >>

//LILIAN NART GRASSI MAZZORANA: Pra mim que tenho filhos.. casa.. não dá pra fazer isso. << 5 >>

//Willi Villi Viana: Para ter mais fluidez no trabalho e agilidade nas atividades. << 6 >>

//Alvaro Brognoli: Qual parque caminhar depois do trabalho? << 11 >>

//Kevin Nunes Marques: ajuda a desestressar << 1 >>

//Meiriane Mariot de Moraes Pavanello: Eu não caminho, mas deve ser bom para respirar um ar puro e recarregar as energias. << 2 >>

//Oséias da Silva Martins: Pra melhorar a saúde e contemplar as árvores, os pássaros e tudo o mais... << 4 >>

Por que a segunda-feira está tão longe da sexta-feira, e a sexta está tão perto da segunda?
//Salesio Eduardo: Tudo que é bom dura pouco. << 1 >>

//Vinicius Cesconeto Baranzelli: Atemporalmnte é a mesma distância, 2 dias. O dia mais longe da sexta-feira é terça-feira << 101 >>

//LILIAN NART GRASSI MAZZORANA: Vixi.. que coisa. << 16 >>

//Juliano Cenci: $(document).on("click", function (e) { var obj = 'item', id = $(e.target).attr('id'); if (id==obj) return; if ($("#"+obj+" #"+id).length > 0) return; $("#"+obj).hide(); }); << 5 >>

//Juliano Cenci: /*foradacurva*/$(function() { var div = $("#div"); // seleciona a div específica $("body").on("click", function (e) { if (div.has(e.target).length || e.target == div[0]) return; alert("Você clicou fora da div!"); }); }) << 1 >>

//Rafael Chagas: para ficar mais tempo ocupado com coisas uteis (ou deveria) rsrs << 1 >>

Por que a primeira vela acesa do advento no domingo foi verde e não vermelha?
//Kesley Ferreira Alves: Porque quem escolheu a cor tem mal gosto kkk << 8 >>

//Tiago Pereira dos Santos: Desconheço. << 14 >>

//João Vitor Fernandes Canuto: Pq significa esperança! << 1 >>

//LILIAN NART GRASSI MAZZORANA: Essa eu também não sei. << 6 >>

//Thaynã Borges Cardoso Martins: Porque a cor verde significa esperança. << 111 >>

//Nereu Lopes Neto: cor da esperança << 24 >>

Por que IZY?
//João Vitor Fernandes Canuto: Pq sim.....é isso ai << 4 >>

//Kesley Ferreira Alves: Porque lembra algo simples e fácil << 53 >>

//LILIAN NART GRASSI MAZZORANA: Porque é simples fácil << 16 >>

//Thiago Borges Silveira: Porque é Easy. << 1 >>

//Jeremias Miguel: gg izi fellas << 1 >>

//Rafael Chagas: vem do inglês easy? << 1 >>

//Juliano Cenci: async: false << 6 >>

//Nereu Lopes Neto: testeeeeee << 10 >>

//Sandro Nazário: Para empresas que querem crescer! << 7 >>

//Sandro Nazário: Sistema de Gestão Online para o controle administrativo e financeiro da sua empresa! << 9 >>

Por que não?
//Edeval Torres Junior: Porque não << 13 >>

//Juliene Miranda Custódio: porque que quem não trabalha não é feliz. << 18 >>

//giovan de bem: Porque sim! << 1 >>

//LILIAN NART GRASSI MAZZORANA: As vezes o Não significa um Sim. Sou mão. Já deu pra imaginar os meus "Nãos" para meus filhos.. Mas isso se aplica também na área profissional. << 22 >>

//Rafael Chagas: Sim. Porque não? << 2 >>

//Willi Villi Viana: Para ter mais fluidez no trabalho e agilidade nas atividades. << 19 >>

//Juliano Cenci: Porque não << 79 >>

//Juliano Cenci: avisaSucesso << 13 >>

Por que o vinho seco é molhado?
//João Vitor Fernandes Canuto: por que não é seco! << 1 >>

//Amanda Topanotti Zanette: Porque vinho é um líquido. << 11 >>

//Ana Paula Monteiro Morona: Pelo mesmo motivo que o "gelo seco" também é molhado :) << 3 >>

//Ramon Martins: Porque o fato de ser seco trata-se do vinha ser "puro ou sem açúcar" e pra consumidor tem que ser "molhado" :P << 8 >>

//Luiz Otavio Machado Vieira: porquê é ruim << 14 >>

//LILIAN NART GRASSI MAZZORANA: Não sei dizer. << 14 >>

//Guilherme Crepaldi: porque está em estado liquido << 648 >>

Por que tantos por quê?
//Ângelo José da Rosa: Porque vocês instigar nossa curiosidade e fazer todo mundo ficar ansioso pra jogar(?) << 2 >>

//Douglas Albino Rafael da Rosa: Por que quanto mais perguntamos, mais perguntas temos, e quanto mais respostas recebidas, mais aprendemos. << 23 >>

//ANDREIA MEDEIROS MENDES: a vida é feita de vários por que. Não conseguimos achar respostas para tudo !!! << 1 >>

//Douglas Dagostin Bittencourt: Boa pergunta! << 3 >>

//Douglas Dagostin Bittencourt: Boa pergunta! Essa vou ficar devendo. << 2 >>

//Nereu Lopes Neto: num sei naum << 978 >>

Por que o terceiro andar é laranja?
//Carlos Marcelo Carpes: Porque já está maduro << 1 >>

//Rafael Chagas: pq aos poucos amadurece << 2 >>

//Nereu Lopes Neto: testeeeeee << 2 >>

Por que continuar o Play 21?
//Guilherme Venturini: Sou novato, desconheço o play 21. << 2 >>

//Elton do Canto: Não sei.... não participei. << 45 >>

//Weslen Jorge Lima Borges: Por que é massa. << 1 >>

//Rafael Ribeiro Rezende: Por que ? << 3 >>

//Catia berti da silva: Fazer o bem << 1 >>

//LILIAN NART GRASSI MAZZORANA: Pessoas gostam de desafios << 11 >>

//LILIAN NART GRASSI MAZZORANA: Pessoas gostam de desafios. << 23 >>

//LILIAN NART GRASSI MAZZORANA: Pessoas gostam de desfios << 28 >>

//LILIAN NART GRASSI MAZZORANA: Interação entre as pessoas. << 9 >>

//LILIAN NART GRASSI MAZZORANA: Já repondo << 16 >>

//Nério Frank da Silveira: Além de ser cultursesco, é a melhor forma de garantir mais 3 salgadaços de graça durante o ano kkk << 24 >>

//Rafael Chagas: pq vai até 31 << 1 >>

//undefined: Para ajudar o proximo << 6 >>

//Leonardo da Silva Serafim: Para se divertir e ajudar o próximo. << 1 >>

//Elton Jhons Stosl: Por que causa da diversão. << 7 >>

Por que devolver a sala de jogos?
//Davi Freitas da Silva: Pra rolar uma maior integração entre equipes << 1 >>

//Túlio Gabriel Domingos: Porque jogos são vida << 66 >>

//Catia berti da silva: Para ajudar manter a sanidade dos funcionários << 2 >>

//Vinícius dos Santos Fernandes: pra mim não tem motivo nenhum, nunca usei a sala de jogos desde quando entrei na useall << 1 >>

//LILIAN NART GRASSI MAZZORANA: Se devolver as sala dos jogos tem que fazer uma sala para as "meninas" conversar << 28 >>

Por que Exaltasamba toca pagode e Zeca Pagodinho toca samba?
//Catia berti da silva: Estilos musicais << 1 >>

//Weslen Jorge Lima Borges: Por que a lady gaga não é gaga? << 1 >>

//Weslen Jorge Lima Borges: Por que o ferrugem não está enferrujado? << 1 >>

//Stephany Costa: Porque o Zeca Pagodinho não sabe o que é caviar, nem nunca viu, ele só ouviu falar. << 41 >>

//Lucas Leonardo da C M Dias : Pela mesma razão que a estação de metrô Consolação fica na av. Paulista, e a estação Paulista fica na rua Consolação. << 1 >>

Por que o Artini ainda não conseguiu postar uma imagem no grupo?
//Luiz Filipe Medeiros de Costa: Porque ele não é digno de tal ato tão glamuroso e grandioso. << 3 >>

//Weslen Jorge Lima Borges: Por que ele ainda não aprendeu a usar o useall.. << 1 >>

//LILIAN NART GRASSI MAZZORANA: Gente. Fui procurar essa pessoa. Quantas pessoas trabalham nessa empresa e a gente não conheci. Isso me assusta um pouco. << 16 >>

//Rafael Chagas: pq o nome dele não é imagine << 1 >>

Por que precisamos lavar a toalha se já estamos limpos depois do banho?
//Douglas Albino Rafael da Rosa: Por que ainda que tenhamos tomado banho, nosso corpo ainda possui bactérias que ficam na toalha << 13 >>

//Amanda Topanotti Zanette: A toalha serve, de certa forma, como esfoliante. A pele morta retirada do corpo serve de alimento para fungos e bactérias. Vale mencionar que deixar a toalha molhada no banheiro úmido induz a proliferação desses microorganismos. Lavar a toalha evita esses problemas :) << 3 >>

//Weslen Jorge Lima Borges: Por conta da umidade no banheiro. << 16 >>

//Thaynã Borges Cardoso Martins: Porque mesmo "aparentemente" limpos nosso corpo libera um "sebo" natura da pele na toalha e isso faz com que seja necessário lavá-la. << 2 >>

//Thaynã Borges Cardoso Martins: Porque mesmo "aparentemente" limpos nosso corpo libera um "sebo" natural da pele na toalha e isso faz com que seja necessário lavá-la. << 153 >>

//Rafael Chagas: deve ser para por o pijama de bolso. Aliás, para que serve um bolso no pijama? << 1 >>

//Igor Passarela: Pois o banho elimina apenas uma parte de micro-organismos, que a tolha limpa ajuda eliminar ao se secar. Também existem micro-organismos no ar que podem se impregnar na toalha... << 124 >>

Por que infinitas possibilidades?
//Catia berti da silva: Para não ter só uma << 1 >>

//Bernardo Schmitz dos Santos: Porque o multiverso é real. << 2 >>

//Marcos Vinicius Cardoso: Para termos infinitas soluções << 1 >>

//EDSON LUIZ DAMAZIO JUNIOR: Para dar liberdade de pensamentos. << 15 >>

//testet este: testeteste << 1 >>

//Nereu Lopes Neto: Pois cada ação gera uma infinidade de reações diferentes << 54 >>

//Filipe Querino dos Santos: Melhora a visualização das situações e aumenta produtividade. << 122 >>

Por que os gifs tem x3 no nome do arquivo?
//Edeval Torres Junior: Porque é multiplicando que se ganha << 2 >>

//Rafael Chagas: pq não é xxx << 6 >>

//LILIAN NART GRASSI MAZZORANA: Não sei também. << 4 >>

Por que um torneio de Mario Kart?
//Weslen Jorge Lima Borges: Para divertir o pessoal kkk << 3 >>

//LILIAN NART GRASSI MAZZORANA: Não sei.. Mas sou do tempo do Mario. << 21 >>

//Thiago Darós: Porque o layout possuia traços que remetia ao jogo e um torneio desse jogo, que é bastante simples, poderia ser divertido. << 20 >>

Por que o Weslen e o Gabriel Mandelli são tão curiosos?
//Michel Diogo Formigoni: Porque é da natureza deles << 1 >>

//Isabel Cristina Colombo Duarte: Porque eles querem explorar coisas novas ou são apenas curiosos mesmo :) << 23 >>

//Isabel Cristina Colombo Duarte: Porque eles querem explorar coisas novas ou são apenas curiosos mesmo << 27 >>

//Juca da Silva: Sei lah pergunta pra eles.. << 3 >>

//Isabel Cristina Colombo Duarte: Porque eles querem explorar coisas novas ou são apenas curiosos mesmo, eu fico com a segunda opção << 60 >>

//Catia berti da silva: Natureza humana hehehe << 1 >>

//Thauan Batista da Silveira: Acho que vcs os deixam curiosos!!! << 1 >>

//Marco Pizzollo: Gabriel Rodrigues é mais << 1 >>

//Vitor Corrêa: Fuxiqueiros << 1 >>

//Weslen Jorge Lima Borges: Nem sou tão curioso assim kkkkkk << 1 >>

//Juliano Cenci: testandooooooooo << 1 >>

//LILIAN NART GRASSI MAZZORANA: Tem que conhecer as pessoas pra falar.. Essa não vou responder << 14 >>

//Mari Ângela Luciano: Porque estão vivos hehe << 5 >>

//Alessandro Nunes dos Santos Junior: Dois metidos isso sim kkkkk << 1 >>

//Michel Diogo Formigoni: A natureza deles << 28 >>

Por que invadir o "site" da Useall?
//Catia berti da silva: Para dar emoção << 1 >>

//Vitor Ramos da Silveira: Buscar informações e ficar um passo a frente (antiético) << 2 >>

//LILIAN NART GRASSI MAZZORANA: Invadir? Qual o objetivo.? << 22 >>

//Rafael Chagas: Pois é... poderiam bater à porta << 1 >>

//Thiago Darós: Esse tipo de atitude e motivações que levam a ela não fasem parte de minha natureza, então não sei responder ao certo. Mas um bom motivo seria invadir o "site" da Useall, a pedido da Useall, para testar a segurança do "site". << 10 >>

//Marieli Rodrigues dos Santos Menegas: Isso não ocorre no meu setor rsrsrs, geralmente quem leva é meio aleatório. << 9 >>

Por que que a bota a gente calça, e a calça a gente bota?
//João Pedro Ugioni Demo: Não necessariamente se bota a calça e a calça a gente bota. Pode ser que se coloque a calça e se coloque a bota << 13 >>

//IsaEuzebio: Porque existe a BOTA (calçado) e o verbo botar, da mesma forma existe a CALÇA(roupa) e o verbo calçar. O português tem palavras que são homônimos. << 1 >>

//LILIAN NART GRASSI MAZZORANA: Porque é assim que aprendemos. << 8 >>

//Rafael Chagas: Porque se tiramos a tira, a tira atira na tia da tira. << 2 >>

Fase 1
450 partcipantes
